codificador,codigo_de_osinergmin,razon_social,ruc,direccion,distrito,n,bandera,glp,gnv,llanteria,islas_comb_liq,mecanico,aceite,lavado,tienda,cajero,en_avenida_principal,coordenadas,revisar
DUC,21032,COESTI S.A.,20127765279,AV. GUARDIA CIVIL N° 333,CHORRILLOS,367,Primax,2,2,1,6,0,0,0,1,1,0,"-12.183783, -77.003214",
,64419,EPAL NEGOCIOS E.I.R.L. - I,20512090878,"ESQ. ANTIGUA PANAMERICANA SUR KM. 46.800. MZ. M, LT. 2-4 Y CALLE 18, LOCALIDAD PUNTA ROCAS",PUNTA NEGRA,310,,,,,,,,,,,,,
,96681,EMPRESA DE SERVICIOS Y TRANSPORTES EL NEGRO E.I.R.L.,20507474251,"MZ A LT 1,2,3,4,5 Y 6 DEL PROGRAMA DE VIVIENDA Y COMERCIO LAS PRADERAS DE PARIACHI",ATE,310,,,,,,,,,,,,,
,91891,INVERSIONES M Y E S.A.C.,20518633482,"AV. 5 DE AGOSTO (ANTES AV. LAS TORRES), MZ. B, LOTES 3 Y 4, ASOCIACION CASA HUERTA 1ERO. DE MAYO",LURIGANCHO,309,,,,,,,,,,,,,
,9343,SERVICENTRO MARCO ANTONIO S.R.LTDA.,20251033430,AV. VILLA MARIA Nº 1400,VILLA MARIA DEL TRIUNFO,309,,,,,,,,,,,,,
,6898,SERVICENTRO GREEN PLACE S.A.C.,20521405369,AV. PERU N° 3398,SAN MARTIN DE PORRES,308,,,,,,,,,,,,,
,8251,INVERSIONES MIDO S.A.C.,20566214823,"AV. PROCERES DE LA INDEPENDENCIA MZ. E-8, LTS. 41 Y 42, URB. MARISCAL CACERES",SAN JUAN DE LURIGANCHO,307,,,,,,,,,,,,,
,93140,INVERSIONES NOBAL S.A.C.,20517308367,AV SEPARADORA INDUSTRIAL ESQUINA CON CALLE C1 AGRUPAMIENTO PACHACAMAC MZ B1 PARCELA 3C GRUPO B LOTE 25,VILLA EL SALVADOR,305,,,,,,,,,,,,,
,17860,MELVIN TEOBALDO HUMARI EULOGIO,10107007453,JR. JOSE CARLOS MARIATEGUI 540 URB. UNIVERSAL,SANTA ANITA,299,,,,,,,,,,,,,
,34011,MARCELA GALVEZ MENDOZA,17113221313,AV. EL SOL N° 645,VILLA MARIA DEL TRIUNFO,299,,,,,,,,,,,,,
,19993,GRIFO VALLE ALTO S.A.C.,20509466735,"CALLE SAN MARTIN DE PORRAS N° 413  MZ. 191, LOTES 18 Y 1 ETAPA V, PP.JJ. JOSE CARLOS MARIATEGUI",VILLA MARIA DEL TRIUNFO,297,,,,,,,,,,,,,
,96566,CONSORCIO ORO NEGRO S.A.C.,20524571901,"AV. 24 DE SETIEMBRE, MZ. G, LT 21 - ASOCIACION PROVIVIENDA CAMPOSOL",LURIGANCHO,291,,,,,,,,,,,,,
,115245,SAN PEDRO COMBUSTIBLES S.R.L.,20477894195,CALLE LIMA SUR N° 1529 (EXCARRETERA CENTRAL) PARTE DEL LOTE 43 DEL FUNDO MOYOPAMPA,LURIGANCHO,290,,,,,,,,,,,,,
DU,7042,REPSOL COMERCIAL S.A.C,20503840121,"AV. DOS DE MAYO  1340 - 1380, URB. RISSO",SAN ISIDRO,290,PetroPeru,0,0,0,8,0,1,1,0,0,,"-12.092135, -77.044943",
,97130,INVERSIONES M Y E S.A.C.,20518633482,"AV. SANTA CRUZ ESQUINA AV. CAJAMARQUILLA LOTE 1 Y LOTE 2, AAHH SANTA CRUZ DE CAJAMARQUILLA",LURIGANCHO,284,,,,,,,,,,,,,
,9466,ESTACION DE SERVICIOS  ALEXANDER S.A.,20511820732,"AUTOPISTA CHILLON-TRAPICHE EX FUNDO CHACRA CERRO, LOTE 57",COMAS,282,,,,,,,,,,,,,
VM,116243,CENTROGAS IQUITOS S.A.C.,20547011954,"AV. IQUITOS 967-969,973-979,983-989-993-997-999 Y AV. ISABEL LA CATÓLICA 201-203,221-229,233",LA VICTORIA,280,,,,,,,,,,,,,
,61570,PETRO SAN JUAN REPRESENTANTES Y VENTAS S.A.C.,20507573585,AV. NICOLAS AYLLON S/N CARRETERA CENTRAL KM. 13 CP SAN JUAN DE PARIACHI,ATE,279,,,,,,,,,,,,,
DUC,21036,REPSOL COMERCIAL S.A.C.,20503840121,"AV. GUARDIA CIVIL N° 723 - 709 - 715, ESQUINA CON LA AV. EL OL N° 1297 - 1283 - 1275 - 1265, URB. LA CAMPIÑA",CHORRILLOS,1165,Repsol,0,0,0,6,0,0,1,1,1,1,"-12.177943, -76.996151",
,17907,ECAMEL S.A.C.,20492665704,CARRETERA CENTRAL KM. 15.1,ATE,278,,,,,,,,,,,,,
,8771,OLGA SALAZAR SANTIVAÑEZ S.A.C.,20521188244,AV. NICOLAS AYLLON  N° 405,CHACLACAYO,278,,,,,,,,,,,,,
,34457,SERVICENTRO PASAMAYO S.A.C.,20510422121,"CARRETERA PANAMERICANA NORTE KM. 34 Y CALLE SANTA ROSA MZ. K-1. LT. 12, CENTRO POBLADO ZAPALLAL",PUENTE PIEDRA,277,,,,,,,,,,,,,
,9520,REPSOL COMERCIAL SAC,20503840121,OSCAR BENAVIDES N° 930,LIMA,276,,,,,,,,,,,,,
,107602,GRUPO E & E S.A.C.,20514739065,"LOTES 7 Y 8 DE PUNCHAUCA, CAUDIVILLA Y ANEXO CONCON Y HUACOY ( AV. TUPAC AMARU KM. 22.50)",CARABAYLLO,275,,,,,,,,,,,,,
,7897,PETRO EXPLORIUM S.A.C.,20523706803,KM. 25 DE LA CARRETERA PANAMERICANA NORTE,PUENTE PIEDRA,274,,,,,,,,,,,,,
,19942,ESTACION DE SERVICIO HORNA S.R.L.,20510075901,ESQ. AV. SEPARADORA INDUSTRIAL N° 809,ATE,273,,,,,,,,,,,,,
,6753,SERVICENTRO EL CONDOR S.R.L.,20425099907,"ASOCIACION DE PROPIETARIOS NARANJITO MZ. C LOTES 09,10 Y 11 CARRETERA PANAMERICANA NORTE KM. 28.5",PUENTE PIEDRA,270,,,,,,,,,,,,,
,19960,RUBI ERMELINDA UGAZ DE GAMARRA,10104967570,JR. INDEPENDENCIA MZ.18 LOTES 1 Y 2 SAN PEDRO DE LURIN KM 39.5,LURIN,269,,,,,,,,,,,,,
DUC,18820,GLOBAL FUEL S.A.,20565643496,AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS,MIRAFLORES,384,Repsol,0,0,0,8,0,0,0,1,1,1,"-12.114301, -77.037133",
,44926,CORPORACION Q & T S.A.C.,20514380270,AV.T.AMARU KM.22.5 ZONA DE HUACOY - AA.HH. VILLA SAN ANTONIO,CARABAYLLO,268,,,,,,,,,,,,,
,33678,ESTACION DE SERVICIOS PERCY CAR S.R.L.,20510511655,"AV. PASTOR SEVILLA Y AV. MARIA REICHE, MZ. A, LOTES 6 Y 7, SECTOR 2, 4TA ETAPA, URB. PACHACAMAC",VILLA EL SALVADOR,267,,,,,,,,,,,,,
,7454,CORPORACION CEMOA S.A.C.,10080164811,AV. CARABAYLLO  1318  URB. LOS VIÑEDOS,COMAS,266,,,,,,,,,,,,,
,83004,ADA PEREGRINA GALVEZ TRONCOS,10067550230,ESQUINA AV. PROCERES Y AV. PORTALES. MZ. V-4. LOTE 66. URB. PRO,LOS OLIVOS,265,,,,,,,,,,,,,
,118240,INVERSIONES PICORP S.A.C.,20428254687,"AV. UNIVERSITARIA CRUCE CON AV. MANUEL PRADO MZ. B LOTE 04,05,06,07 Y 08 PROGRAMA DE VIVIENDA SANTA ROSA",CARABAYLLO,263,,,,,,,,,,,,,
,98095,BILCON COMBUSTIBLES S.A.C.,20554167293,"PROLONGACION AV. EL SOL MZ. I - 1, LOTE 01, SUB LOTE 1A, COOPERATIVA LAS VERTIENTES",VILLA EL SALVADOR,263,,,,,,,,,,,,,
DUC,18871,REPSOL COMERCIAL S.A.C.,20503840121,"AV. PRIMAVERA N° 1095, ESQUINA CON CALLE CANARIAS N° 101",SAN BORJA,1987,Repsol,0,0,0,4,0,1,1,1,1,1,"-12.110032, -76.979732",
DUC,21036,REPSOL COMERCIAL S.A.C.,20503840121,"AV. GUARDIA CIVIL N° 723 - 709 - 715, ESQUINA CON LA AV. EL SOL N° 1297 - 1283 - 1275 - 1265, URB. LA CAMPIÑA",CHORRILLOS,598,Repsol,0,0,0,6,0,0,1,1,1,1,"-12.177943, -76.996151",
,6838,MULTISERVICE FAJARDO S.A.C.,20509502120,AV. JOSE CARLOS MARIATEGUI N° 1217,VILLA MARIA DEL TRIUNFO,259,,,,,,,,,,,,,
DU,106767,ESTACION DE SERVICIOS PETRO WORLD S.A.C.,20514636843,AV. VENEZUELA ESQUINA CON AV. RIVA AGUERO,SAN MIGUEL,258,Petro America,2,0,0,6,0,0,0,0,0,,"-12.061333, -77.082199",
,21203,DISTRIBUIDOR MINORISTA DE PRODUCTOS LIQUIDOS S.A.C.,20451751621,"MZ D, LOTE 2 (INTERSECCION DE AV. CANTA CALLAO Y AV. LOS OLIVOS) ASOCIACION DE VIVIENDA MONTE AZUL",SAN MARTIN DE PORRES,258,,,,,,,,,,,,,
,6752,INVERSIONES HUANDOY S.R.L.,20507641688,LT. 23 DE LA MANZANA N2 - II ETAPA URB. LOS NARANJOS,SAN MARTIN DE PORRES,258,,,,,,,,,,,,,
,82148,INVERSIONES Y SERVICIOS JULIO III S.A.C.,20549233334,"INTERSECCION AV. CENTRAL Y AV. LAS TORRES MZ.C, LOTES 8, 9, 10 Y 11, ASOC. DE VIVIENDA. SANTA MARIA DE NARANJAL.",SAN MARTIN DE PORRES,258,,,,,,,,,,,,,
,64419,EPAL NEGOCIOS E.I.R.L.,20512090878,"ESQ. ANTIGUA PANAMERICANA SUR KM. 46.800. MZ. M, LT. 2-4 Y CALLE 18, LOCALIDAD PUNTA ROCAS",PUNTA NEGRA,257,,,,,,,,,,,,,
,40731,H & P INGENIERÍA LÍQUIDA S.A.C.,20538333736,"AV. LOS DOMINICOS MZ. U, LT.18 - URBANIZACIÓN LOS CIPRESES",SAN MARTIN DE PORRES,255,,,,,,,,,,,,,
,41779,ADA CECILIA MONTERO ZURICHAQUI,10444711154,"AV JOSE CARLOS MARIATEGUI S/N MZ H, LOTES 16 Y 17, SECTOR III, GRUPO 9",VILLA EL SALVADOR,255,,,,,,,,,,,,,
,43145,MARCELINA OCTAVIA HUARACA VARGAS,10094932845,AV. SANTA ROSA 2350 URB. SAN CARLOS,SAN JUAN DE LURIGANCHO,253,,,,,,,,,,,,,
,19964,GRIFOS TERESA DE CALCUTA S.A.,20251205311,CARRETERA CIENEGUILLA (AV. LA MOLINA) KM. 11.5 Y DESVIO A MANCHAY URB. MUSA,PACHACAMAC,251,,,,,,,,,,,,,
,62558,BERLINA CIERTO ROJAS,10225180721,LOTE 1 - ZONA G PARCELACION RUSTICA DEL FUNDO CHACRA CERRO,COMAS,251,,,,,,,,,,,,,
,86285,KALPU S.A.C.,20522501965,"URB. SANTO DOMINGO 6TA ETAPA MZ L-2 LTS 26,27,28,29,30",CARABAYLLO,250,,,,,,,,,,,,,
,40566,GRIFO LIBERTAD S.A.,20289953427,AV. HEROES DEL DEL CENEPA ESQUINA CON LA CALLE D AA.HH SANTA MARIA,SAN JUAN DE LURIGANCHO,249,,,,,,,,,,,,,
,45492,JUANA PONCE ZEGARRA,10103660829,"AV. TANTAMAYO (EX. AV. CHUQUITANTA) Y AV. PACASMAYO (EX. AV. ALEJANDRO BERTELLO), MZ. B LT. 1 Y 2. URB. SAN JUAN BAUTISTA",SAN MARTIN DE PORRES,249,,,,,,,,,,,,,
,9532,COMERCIAL HUMAY MAREJA S.A. (GRIFO VIA PUBLICA),20159460674,AV. CIRCUNVALACION N° 1898-A URB. EL PINO,SAN LUIS,249,,,,,,,,,,,,,
,82159,INVERSIONES PACO HUAYCAN S.A.C.,20557812491,"AV. ANDRES AVELINO CACERES LOTE 9-10, MZ.P, AA. HH. HUAYCAN",ATE,246,,,,,,,,,,,,,
,82902,ESTACION DE SERVICIOS FLUDISA S.A.C.,20518398971,"AV. CENTRAL Y AV. CESAR VALLEJO, SECTOR 2, GRUPO 5, MZ I, LOTES 1,2 Y 24",VILLA EL SALVADOR,246,,,,,,,,,,,,,
,88439,GAZEL PERU S.A.C.,20511995028,"AV. ALFREDO MENDIOLA Nº 6585 - 6589 - 6593 - 6597 - 6599, MZ. 2E, LOTE 16 - PARCELACION RESIDENCIAL SANTA LUISA II ETAPA",LOS OLIVOS,246,,,,,,,,,,,,,
VM,34671,GRIFO SANTA ROSA S.A.,20160598388,"AV. BAUZATE MEZA N° 800, ESQUINA JR. MENDOZA MERINO",LA VICTORIA,244,,,,,,,,,,,,,
,9199,INVERSIONES SCOTT S.A.C.,20549314253,"AV. CONDORCANQUI MZ. R, LOTE 19, URB. SANTO DOMINGO, 1RA ETAPA",CARABAYLLO,243,,,,,,,,,,,,,
,9524,GRIFO F.J. SERVICE S.R.L.,20172149007,URB. PROLIMA III MZ. H LT. 31 ¿ PANAMERICANA NORTE,LOS OLIVOS,243,,,,,,,,,,,,,
,19947,ESTAGAS ANCO S.A.C.,20550781817,"AV. PUNO N° 2383, ESQ. CALLE DIAMANTE",COMAS,242,,,,,,,,,,,,,
,9247,COESTI S.A.,20127765279,"AV. BENAVIDES Y CAMINOS DEL INCA N° 2009 Y 2017, URB. LAS GARDENIAS, 3RA ETAPA",SANTIAGO DE SURCO,242,,,,,,,,,,,,,
,18297,CELINDA CHAVEZ FLORES,10080675343,ASOC. PRO VIVIENDA LAS VIOLETAS MZ. S LT. 2,SAN JUAN DE LURIGANCHO,240,,,,,,,,,,,,,
,17856,NEGOCIACIONES COMERCIALES NUEVO PERU E.I.R.L.,20419028330,"AA.HH. SANTA MARIA, MZ. C1, LOTE 21",SAN JUAN DE LURIGANCHO,239,,,,,,,,,,,,,
,83729,PETROMIX S.A.C.,20538274039,"AV. TANTAMAYO ESQUINA CON AV. CENTRAL, MZ. A, LOTES 3 Y 4, PROGRAMA DE VIVIENDA RESIDENCIAL, 1RA ETAPA",SAN MARTIN DE PORRES,238,,,,,,,,,,,,,
VM,19951,EXPLORIUM SOCIEDAD ANONIMA CERRADA - EXPLORIUM S.A.C.,20514303283,ESQ. AV. NICOLAS ARRIOLA N° 2189 Y CALLE ORENGO,LA VICTORIA,237,,,,,,,,,,,,,
,35624,ESTACION DE SERVICIO DON JULIAN E.R.I.L.,20506192570,AV SANTA ROSA N° 333,ATE,235,,,,,,,,,,,,,
VM,92272,MASTER GAS GNV GLP E.I.R.L.,20516672120,"AV. MEXICO N° 380-390, ESQUINA CON JR. LOS JACINTOS",LA VICTORIA,233,,,,,,,,,,,,,
,17904,NEGOCIACION OLIMPO S.A.,20261453411,"AV. SEPARADORA INDUSTRIAL MZ. A, LTS. 32,35 URB. OLIMPO",ATE,232,,,,,,,,,,,,,
,17908,SERVICIOS DE COMBUSTIBLES SANTA FE E.I.R.L.,20509964921,"AA.HH. LAS PALMERAS MZ. C, LT. 14 (ANTES SERPENTÍN DE PASAMAYO KM. 45.9 PANAMERICANA NORTE)",ANCON,231,,,,,,,,,,,,,
DUC,18821,REPSOL COMERCIAL S.A.C,20503840121,AV. BENAVIDES N° 2849,MIRAFLORES,1849,Repsol,0,0,1,8,0,0,0,1,1,1,"-12.127995, -77.005498",
,34805,INVERSIONES KENY S.A.C.,20547699115,"ESQ. AV. MICAELA BASTIDAS Y MATEO PUMACAHUA  SECTOR I, GRUPO 16 MZ. K, LT. 5 Y 6",VILLA EL SALVADOR,229,,,,,,,,,,,,,
,8225,REPSOL COMERCIAL S.A.C.,20503840121,"AV. NICOLAS AYLLON N° 7174, URB. PARCELACIÓN LA ESTRELLA",ATE,229,,,,,,,,,,,,,
,14711,FIDEL SULLCA HUAMAN,10082873568,AV.FRATERNIDAD MZ. K LOTES 7 Y 8 AA.HH. ENRIQUE MONTENEGRO,SAN JUAN DE LURIGANCHO,228,,,,,,,,,,,,,
DUC,38655,PERUANA DE ESTACIONES DE SERVICIOS S.A.C.,20330033313,AV. AVIACION N° 4524 ESQUINA CON LA AV. VILLARAN,SURQUILLO,2099,Pecsa,2,6,0,8,0,0,0,1,1,1,"-12.119663, -76.998579",
,41707,NEGOCIACION YA E.I.R.L.,20511995702,AV. WIESE MZ K-19 LOTE L-15,SAN JUAN DE LURIGANCHO,227,,,,,,,,,,,,,
,7040,REPSOL COMERCIAL S.A.C.,20503840121,"AV. TUPAC AMARU KM.16,5",CARABAYLLO,225,,,,,,,,,,,,,
,132204,REPSOL COMERCIAL S.A.C.,20503840121,AV. NICOLAS ARRIOLA N° 2140 ESQUINA CON AV. SAN LUIS,SAN LUIS,224,,,,,,,,,,,,,
,8963,ENVASADORA SAN GABRIEL S.R.L.,20292391189,"AV. LOS PROCERES MZ. W, LTS. 9 CAMPOY",SAN JUAN DE LURIGANCHO,223,,,,,,,,,,,,,
,63591,VALNI S.A.C.,20544097963,AV. EL SOL 527 ESQUINA PASAJE 13,SAN JUAN DE LURIGANCHO,220,,,,,,,,,,,,,
,8524,J.A. Y F. INVERSIONES S.R.LTDA.,20343068345,AV. MARIANO PASTOR SEV. ESQ. CON LA AV. C. VALLEJO,VILLA EL SALVADOR,218,,,,,,,,,,,,,
,17910,AEROSERVICIOS S.A.C.,20224279893,CARRETERA PANAMERICANA NORTE KM. 42,SANTA ROSA,214,,,,,,,,,,,,,
,104256,INVERSIONES M Y E S.A.C.,20518633482,"AV. LAS TORRES MZ. D, LOTES 07 AL 22, URB. ALAMEDA DE HUACHIPA",LURIGANCHO,213,,,,,,,,,,,,,
,19943,L. DACRUZ SERVIS A & D  S.R.L.,20477779922,AV. METROPOLITANA MZ. J LOTE 42 B URB. TILDA,ATE,212,,,,,,,,,,,,,
,60668,ESTAGAS ANCO S.A.C.,20550781817,"AV. CONDORCANQUI Nº 1294, URB. SANTO DOMINGO, 5TA ETAPA",CARABAYLLO,212,,,,,,,,,,,,,
,35357,REPRESENTACIONES E INVERSIONES CAMAMA S.A.C.,20537221136,"ESQ. AV. SAN JUAN Y CALLE CAJAMARCA MZ. R-10 LT. 12, SECTOR LEONCIO PRADO - PAMPLONA ALTA",SAN JUAN DE MIRAFLORES,211,,,,,,,,,,,,,
,87037,RAUL TORRES QUIQUIA,10065518096,"AV. ANDRES AVELINO CACERES ZONA L LOTE 38, 39 Y 40 DEL PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN",ATE,211,,,,,,,,,,,,,
,18877,INVERSIONES Y NEGOCIOS YOLANDA E.I.R.L.,20538461904,AV. ANGELICA GAMARRA MZ. I LT. 11-C  SAN MARTIN DE PORRES,SAN MARTIN DE PORRES,209,,,,,,,,,,,,,
,82267,SERVICENTRO Y TRANSPORTES  CONTRERAS S.A.C.,20521396271,"AV. BERTELLO MZ G LOTES 1, 2 Y 3, PROGRAMA DE VIVIENDA SAN REMO III Y LOTES 2 Y 3 DE LA MZ. B DEL PROGRAMA DE VIVIENDA FHILADELFIA IV ETAPA",SAN MARTIN DE PORRES,209,,,,,,,,,,,,,
,87228,INYSY S.A.C.,20521318393,AV. LOS VIRREYES MZ. B LT. 8A EX FUNDO ZAVALETA,ATE,207,,,,,,,,,,,,,
,34801,GRIFO NUEVO LURIN S.C.R.L.,20503089794,CALLE 5 MZ. F LT 01 URB. PROVIESA UNIVERSAL (NUEVO LURIN),LURIN,206,,,,,,,,,,,,,
,40975,NEGOCIACIONES COMERCIALES SANTA OLGA S.A.C.,20459310488,AV. JOSE CARLOS MARIATEGUI MZ. H LOTE 24-COOP. DE VIVIENDA HUANCAYO,EL AGUSTINO,206,,,,,,,,,,,,,
,45187,SERVICENTRO JABSA S.A.,20374914201,AV. LIMA N° 646,PUCUSANA,203,,,,,,,,,,,,,
,33657,LUISA ANGELICA TORRES VASQUEZ,10074825759,"AV. NICOLAS AYLLON (CARRETERA CENTRAL) KM 12, SUBLOTE A DEL FUNDO SAN JUAN DE PARIACHI",ATE,201,,,,,,,,,,,,,
DUC,21055,ASESORIA COMERCIAL S.A.,20100094569,AV. JAVIER PRADO N° 2520-2530-2540-2550,SAN BORJA,1666,Primax,2,0,1,6,0,1,1,1,1,1,"-12.087919, -76.999749",
VM,62992,SAM GAS S.A.C.,20514175773,AV. JAVIER PRADO ESTE N° 1593,LA VICTORIA,200,,,,,,,,,,,,,
,8267,CONSORCIO ENERGY PERU E.I.R.L.,20556681245,AV. SAN DIEGO Nº 1000 Y CALLE SANTA MARIA,SAN MARTIN DE PORRES,200,,,,,,,,,,,,,
,21004,LA JOYA DE SANTA ISABEL E.I.R.L.,20501568776,ESQ. AV. MIGUEL GRAU Y CALLE 4,ATE,199,,,,,,,,,,,,,
,7163,SERVICENTRO BERNY S.R.L.,20295884909,LT. 6 MZ. G - URB. NIEVERIA HUACHIPA,LURIGANCHO,199,,,,,,,,,,,,,
,18826,EBORCIO ALDERETE BASUALDO/ GRIFO SAN MARTIN,10068133268,AV. CANTA CALLAO ESQ. AV. SANTISIMA CRUZ DE SAN DIEGO MZ. V LTS. 2 Y 3,SAN MARTIN DE PORRES,197,,,,,,,,,,,,,
,21510,SERVICIOS MULTIPLES POGAS S.A.C.,20537220831,"AV. 26 DE NOVIEMBRE N° 2415, ESQUINA CON CALLE ZAÑA, AA.HH. NUEVA ESPERANZA",VILLA MARIA DEL TRIUNFO,196,,,,,,,,,,,,,
,21038,SERVICIOS GAIA S.A.C.,20548243948,"AV. TUPAC AMARU, ALTURA KM. 23 CARRETERA CANTA",CARABAYLLO,194,,,,,,,,,,,,,
,95671,DISTRIBUIDORA PETRONORTE E.I.R.L.,20505183534,"AV. UNIVERSITARIA KM 14, MZ A-1, LT 23 - COOPERATIVA PRIMAVERA",COMAS,194,,,,,,,,,,,,,
,42769,REPSOL COMERCIAL S.A.C.,20503840121,"AV. NICOLAS DUEÑAS N° 606, 610, 616 (ANTES AV. NICOLAS DUEÑAS N° 590. CDRA 17 DE LA AV. ARGENTINA)",LIMA,193,,,,,,,,,,,,,
,21329,RAUL SOLIER REYNOSO,10089728661,AV. JOSE CARLOS MARIATEGUI N° 3310 ESQ. CON AV. ISIDORO SUAREZ,VILLA MARIA DEL TRIUNFO,191,,,,,,,,,,,,,
,8054,G3A GRIFOS S.A.C.,20602603815,"AV. UNIVERSITARIA NORTE MZ. C LOTE 1, URB RESIDENCIAL COMERCIAL LOS OLIVOS",LOS OLIVOS,190,,,,,,,,,,,,,
,112178,GAZEL PERÚ S.A.C.,20511995028,"AV. FRANCISCO PIZARRO 770, 772, 774, 776, 778, 780, 782, 784 Y 786 ESQ. CON AV. FELIPE ARANCIBIA",RIMAC,188,,,,,,,,,,,,,
,19987,EMPRESA DE TRANSPORTES Y MULTISERVICIOS JUAN SAMIR Y VANESSA S.R.L.,20516037297,AV. CULTURA WARI MZ. I LT. 02 COOP. LOS CHANCAS DE ANDAHUAYLAS  (AV. CULTURA WARI ESQ. CON AV. LOS CHANCAS),SANTA ANITA,188,,,,,,,,,,,,,
,61656,ESCOH S.A.C.,20517767396,"AV. NICOLAS AYLLON, ESQUINA CON AV. LA MOLINA",ATE,188,,,,,,,,,,,,,
,35335,GRIFO PUNCHAUCA E.I.R.L.,20433463774,CARRETERA LIMA - CANTA KM. 25,CARABAYLLO,187,,,,,,,,,,,,,
,8959,INVERSIONES GENERALES SANTISIMO SEÑOR DE HUAMANTANGA S.A.C.,20492890813,AV. TUPAC AMARU N° 3603 AA.HH. EL PROGRESO,CARABAYLLO,187,,,,,,,,,,,,,
,45639,MULTISERVICIOS CIENEGUILLA S.A.C.,20508320311,"MZ.37, LT.05. 3° ETAPA PARCELACION CIENEGUILLA. AV. ""A"". CARRETERA LIMA ¿ HUAROCHIRI, KM. 27.5",CIENEGUILLA,184,,,,,,,,,,,,,
VM,34548,ESTACION DE SERVICIOS SAN JOSE S.A.C,20175642341,"AV. LUNA PIZARRO N° 1212, 1216, 1220 ESQ. CALLE FRANCIA N° 584, 598",LA VICTORIA,183,,,,,,,,,,,,,
DU,63899,CORPORACION LUMAR S.A.C,20515885332,JR. HUARAZ N° 1484 - 1494 ESQUINA CON JR. RESTAURACION,BREÑA,934,GasPetrol,2,6,0,2,0,0,0,1,1,,"-12.064626, -77.048739",
,115931,YURI EFRAIN ALVAREZ PEREZ,10094783793,AV UNIVERSITARIA S/N MZ. A LOTE 15 Y 16 PROG. DE VIVIENDA LAS MERCEDES,CARABAYLLO,182,,,,,,,,,,,,,
,21482,MIOLENA S.A.,20387477463,"AV. CANTA CALLAO Y CALLE 2 - MZ. F, LT. 19 - 22, 38, 39, URB. BRISAS DE STA ROSA",SAN MARTIN DE PORRES,182,,,,,,,,,,,,,
,83761,INVERSIONES PICORP S.A.C.,20428254687,"AV. LOS CISNES SUB LOTE 2, PARCELA PARAISO ESQ AV. RAMIRO PRIALE",LURIGANCHO,182,,,,,,,,,,,,,
,125601,COESTI S.A,20514300691,AV. REPUBLICA DE CROACIA (ANTES AV. LEONCIO PRADO)CON AV. COPACABANA KM 35 PAN. NORTE MZ N LT 186,PUENTE PIEDRA,181,,,,,,,,,,,,,
,7041,REPSOL COMERCIAL S.A.C.,20503840121,AV. ROOSELVELT Y  PARQUE ALTO CDRA 6,SANTIAGO DE SURCO,181,,,,,,,,,,,,,
,15496,GAZEL PERU S.A.C.,20511995028,"AV.WIESSE SECTOR 3. LTE 41, MZ. G-8. PROLONGACION MARISCAL CACERES",SAN JUAN DE LURIGANCHO,180,,,,,,,,,,,,,
,21058,COMARSA Y CIA. S.R.L.,20471884741,"AV. FELIPE MENDIZABAL MZ. K, LTS. 3 Y 4",CARABAYLLO,180,,,,,,,,,,,,,
,40978,SERVICENTRO EL PIONERO E.I.R.L.,20502669401,MZ C1   LOTE 20 A2 EL CLUB,LURIGANCHO,180,,,,,,,,,,,,,
,41707,NEGOCIACION  YA  E.I.R.L.,20511995702,"AV. WIESSE, MZ. K-19, LOTE L-15",SAN JUAN DE LURIGANCHO,180,,,,,,,,,,,,,
,7768,COMERCIALIZADORA E IMPORTADORA JOSE OLAYA S.A.,20134243903,"AV. LOS CHANCAS 502 - 504, COOPERATIVA ANDAHUAYLAS",SANTA ANITA,180,,,,,,,,,,,,,
,16804,SERVICENTRO LOS ROSALES S.A.,20137926742,AV. AYACUCHO Nº 140,SANTIAGO DE SURCO,179,,,,,,,,,,,,,
,96518,SERVICENTRO PETRO GAS S.A.C.,20522170322,"AV. VICTOR MALASQUEZ ESQUINA CON AV. MIGUEL GRAU, SECTOR C, MANZANA C, LOTE 1, CENTRO POBLADO HUERTOS DE MANCHAY",PACHACAMAC,179,,,,,,,,,,,,,
,37966,LX Y LX S.R.L.,20505682611,ANTIGUA CARRETERA PANAMERICANA SUR KM 37 ESQ CALLE 1 Y AV CENTRAL MZ P2 LT 15 URB NUEVO LURIN,LURIN,178,,,,,,,,,,,,,
,42236,SERVICIOS Y GRIFOS CAMARENA S.A.,20256929008,"ESQ. AV. UNIVERSITARIA Y AV. RIO CHILLON (CALLE CAMINO REAL), MZ. Q LOTE 01, URB. PROGRESIVA SANTA ROSA",CARABAYLLO,176,,,,,,,,,,,,,
,86030,ESTACION DE SERVICIOS YAOMA E.I.R.L.,20517935361,"AV. 15 JULIO S/N. LOTES 10, 17 Y 18 ZONA K, PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN",ATE,176,,,,,,,,,,,,,
,21557,GRIFO PARQUE INDUSTRIAL EL ASESOR S.A.C.,20544369556,ESQUINA AV. C Y CALLE 5 PARQUE INDUSTRIAL EL ASESOR,ATE,175,,,,,,,,,,,,,
VM,31927,REPSOL COMERCIAL S.A.C.,20503840121,AV. IQUITOS N° 1100. ESQUINA CON JIRON ITALIA N° 100,LA VICTORIA,175,,,,,,,,,,,,,
